Id,DocNumber,TxnDate,DueDate,Period,Entity,EntityName,CustomerRef_value,CustomerRef_name,CustomerIndustry,ItemRef_value,ItemRef_name,Sku,Description,Qty,UnitPrice,IncomeAccountNum,IncomeAccountName,ServiceLine,CurrencyRef_value,CurrencyRef_name,ExchangeRate,TotalAmt,TotalAmtUSD,Balance,Status,SalesTermRef_name,PaymentDate,DaysToPay,DaysOutstanding,BillEmail_Address,BillAddr_Line1,BillAddr_City,BillAddr_Country,PrintStatus,EmailStatus,PrivateNote,domain,sparse,SyncToken
5353,1353,2025-08-07,2025-09-21,2025-08,MLG,Meridian Logistics LLC,2001,Vantage Consumer Brands,CPG,4017,Last Mile Delivery Program,LM-DEL-ST,Last Mile Delivery Program - 2025-08,3,60712.23,4060,Revenue - Last Mile Delivery,Last Mile Delivery,USD,US Dollar,1.0,182136.69,182136.69,0.0,Paid,Net 45,2025-10-07,61,,angela.nowak@vantageconsumerbrands.com,"7611 Oak Ave, Suite 587",Memphis,USA,NotSet,EmailSent,,QBO,False,0
5354,1354,2025-08-12,2025-09-11,2025-08,MLG,Meridian Logistics LLC,2002,Ironbridge Manufacturing,Industrial,4000,Freight Brokerage - Standard,FRT-BRK-STD,Freight Brokerage - Standard - 2025-08,1,131998.79,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,131998.79,131998.79,0.0,Paid,Net 30,2025-09-24,43,,lena.sandoval@ironbridgemanufacturing.com,"5482 Oak Ave, Suite 181",Columbus,USA,NotSet,EmailSent,,QBO,False,0
5355,1355,2025-08-12,2025-08-27,2025-08,MLG,Meridian Logistics LLC,2006,Kestrel Auto Components,Automotive,4021,Freight Bill Audit & Pay,SVC-AUDIT,Freight Bill Audit & Pay - 2025-08,1,87346.31,4090,Revenue - Software & Data Services,Software & Data Services,USD,US Dollar,1.0,87346.31,87346.31,0.0,Paid,Net 15,2025-09-10,29,,nora.vasquez@kestrelautocomponents.com,"4140 Industrial Pkwy, Suite 748",Newark,USA,NotSet,EmailSent,,QBO,False,0
5356,1356,2025-08-19,2025-10-03,2025-08,MLG,Meridian Logistics LLC,2008,Halcyon Beverage Co,Beverage,4021,Freight Bill Audit & Pay,SVC-AUDIT,Freight Bill Audit & Pay - 2025-08,2,35712.19,4090,Revenue - Software & Data Services,Software & Data Services,USD,US Dollar,1.0,71424.38,71424.38,0.0,Paid,Net 45,2025-11-07,80,,rachel.mensah@halcyonbeverageco.com,"9866 Terminal Way, Suite 792",Dallas,USA,NotSet,EmailSent,,QBO,False,0
5357,1357,2025-08-15,2025-10-14,2025-08,MLG,Meridian Logistics LLC,2013,Summit Medical Supply,Healthcare,4008,LTL Consolidation - Lane Program,LTL-CON-LN,LTL Consolidation - Lane Program - 2025-08,2,38026.54,4020,Revenue - LTL Consolidation,LTL Consolidation,USD,US Dollar,1.0,76053.08,76053.08,0.0,Paid,Net 60,2025-11-05,82,,rachel.whitfield@summitmedicalsupply.com,"3309 Terminal Way, Suite 763",Atlanta,USA,NotSet,EmailSent,,QBO,False,0
5358,1358,2025-08-28,2025-09-27,2025-08,MLG,Meridian Logistics LLC,2017,Onyx Packaging Systems,Packaging,4017,Last Mile Delivery Program,LM-DEL-ST,Last Mile Delivery Program - 2025-08,3,19448.05,4060,Revenue - Last Mile Delivery,Last Mile Delivery,USD,US Dollar,1.0,58344.15,58344.15,0.0,Paid,Net 30,2025-10-07,40,,nora.kowalczyk@onyxpackagingsystems.com,"7811 Commerce Dr, Suite 219",Phoenix,USA,NotSet,EmailSent,,QBO,False,0
5359,1359,2025-08-15,2025-09-14,2025-08,MLG,Meridian Logistics LLC,2023,Atlas Bearing Works,Industrial,4017,Last Mile Delivery Program,LM-DEL-ST,Last Mile Delivery Program - 2025-08,2,24876.5,4060,Revenue - Last Mile Delivery,Last Mile Delivery,USD,US Dollar,1.0,49753.0,49753.0,0.0,Paid,Net 30,2025-09-18,34,,claire.ashworth@atlasbearingworks.com,"1081 Commerce Dr, Suite 448",Dallas,USA,NotSet,EmailSent,,QBO,False,0
5360,1360,2025-08-22,2025-10-06,2025-08,CFS,Cascade Freight Systems Inc,2003,Northline Grocers Co-op,Grocery,4003,Intermodal Rail Program,SVC-RAIL,Intermodal Rail Program - 2025-08,1,112772.01,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,112772.01,112772.01,0.0,Paid,Net 45,2025-10-27,66,,nora.moreau@northlinegrocerscoop.com,"2276 Commerce Dr, Suite 756",Memphis,USA,NotSet,EmailSent,,QBO,False,0
5361,1361,2025-08-20,2025-09-04,2025-08,CFS,Cascade Freight Systems Inc,2007,Redstone Building Supply,Construction,4006,Dedicated Fleet - Monthly Contract,DED-FLT-MO,Dedicated Fleet - Monthly Contract - 2025-08,2,32379.69,4010,Revenue - Dedicated Fleet,Dedicated Fleet,USD,US Dollar,1.0,64759.38,64759.38,0.0,Paid,Net 15,2025-09-29,40,,victor.marchetti@redstonebuildingsupply.com,"8435 Commerce Dr, Suite 324",Memphis,USA,NotSet,EmailSent,,QBO,False,0
5362,1362,2025-08-24,2025-10-08,2025-08,CFS,Cascade Freight Systems Inc,2011,Meadowvale Farms,Agriculture,4004,Flatbed & Oversize Transport,SVC-FLAT,Flatbed & Oversize Transport - 2025-08,2,25205.65,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,50411.3,50411.3,0.0,Paid,Net 45,2025-10-26,63,,naomi.kowalczyk@meadowvalefarms.com,"7551 Terminal Way, Suite 176",Charlotte,USA,NotSet,EmailSent,,QBO,False,0
5363,1363,2025-08-28,2025-10-12,2025-08,CFS,Cascade Freight Systems Inc,2015,Copperfield Chemicals,Chemicals,4005,Refrigerated Truckload,SVC-REEF,Refrigerated Truckload - 2025-08,1,47800.22,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,47800.22,47800.22,0.0,Paid,Net 45,2025-11-05,69,,devon.vandermeer@copperfieldchemicals.com,"6069 Commerce Dr, Suite 265",Columbus,USA,NotSet,EmailSent,,QBO,False,0
5364,1364,2025-08-10,2025-09-09,2025-08,CFS,Cascade Freight Systems Inc,2018,Ferrous Metals Trading,Metals,4007,Driver Leasing Program,SVC-DRIVE,Driver Leasing Program - 2025-08,2,26224.03,4010,Revenue - Dedicated Fleet,Dedicated Fleet,USD,US Dollar,1.0,52448.06,52448.06,52448.06,Open,Net 30,,,324,naomi.ellsworth@ferrousmetalstrading.com,"2584 Havenweg, Suite 861",Memphis,USA,NeedToPrint,EmailSent,,QBO,False,0
5365,1365,2025-08-16,2025-09-30,2025-08,CFS,Cascade Freight Systems Inc,2021,Highmark Steel Service,Metals,4004,Flatbed & Oversize Transport,SVC-FLAT,Flatbed & Oversize Transport - 2025-08,1,45418.9,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,45418.9,45418.9,0.0,Paid,Net 45,2025-10-26,71,,claire.vandermeer@highmarksteelservice.com,"9247 Oak Ave, Suite 708",Charlotte,USA,NotSet,EmailSent,,QBO,False,0
5366,1366,2025-08-09,2025-09-08,2025-08,NWC,Northwind Cargo B.V.,2000,Global Retail Partners,Retail,4002,Port Drayage Program,SVC-DRAY,Port Drayage Program - 2025-08,3,43879.92,4000,Revenue - Freight Brokerage,Freight Brokerage,EUR,Euro,1.09,131639.76,143487.34,0.0,Paid,Net 30,2025-09-18,40,,nora.solberg@globalretailpartners.com,"9059 Terminal Way, Suite 304",Antwerp,NLD,NotSet,EmailSent,,QBO,False,0
5367,1367,2025-08-11,2025-09-10,2025-08,NWC,Northwind Cargo B.V.,2004,Vertex Pharma Distribution,Pharma,4001,Freight Brokerage - International,FRT-BRK-INT,Freight Brokerage - International - 2025-08,1,61383.84,4000,Revenue - Freight Brokerage,Freight Brokerage,EUR,Euro,1.09,61383.84,66908.39,0.0,Paid,Net 30,2025-09-15,35,,devon.devereaux@vertexpharmadistribution.com,"1824 Cedar Ln, Suite 759",Antwerp,NLD,NotSet,EmailSent,,QBO,False,0
5368,1368,2025-08-06,2025-09-20,2025-08,NWC,Northwind Cargo B.V.,2009,Cobalt Electronics,Electronics,4015,Customs Entry & Clearance,CUS-ENTRY,Customs Entry & Clearance - 2025-08,1,41049.41,4050,Revenue - Customs & Compliance,Customs & Compliance,EUR,Euro,1.09,41049.41,44743.86,0.0,Paid,Net 45,2025-09-20,45,,owen.marchetti@cobaltelectronics.com,"4170 Cedar Ln, Suite 138",Hamburg,NLD,NotSet,EmailSent,,QBO,False,0
5369,1369,2025-08-17,2025-10-01,2025-08,NWC,Northwind Cargo B.V.,2010,Aurora Textiles Group,Apparel,4020,TMS Platform Subscription,SW-TMS-SEAT,TMS Platform Subscription - 2025-08,1,32416.53,4090,Revenue - Software & Data Services,Software & Data Services,EUR,Euro,1.09,32416.53,35334.02,0.0,Paid,Net 45,2025-10-15,59,,bianca.moreau@auroratextilesgroup.com,"5223 Oak Ave, Suite 555",Hamburg,NLD,NotSet,EmailSent,,QBO,False,0
5370,1370,2025-08-13,2025-09-12,2025-08,NWC,Northwind Cargo B.V.,2014,Polaris Cold Chain,Food,4002,Port Drayage Program,SVC-DRAY,Port Drayage Program - 2025-08,1,46906.51,4000,Revenue - Freight Brokerage,Freight Brokerage,EUR,Euro,1.09,46906.51,51128.1,0.0,Paid,Net 30,2025-09-24,42,,marcus.lindqvist@polariscoldchain.com,"3723 Cedar Ln, Suite 328",Duisburg,NLD,NotSet,EmailSent,,QBO,False,0
5371,1371,2025-08-28,2025-09-12,2025-08,NWC,Northwind Cargo B.V.,2020,Volta Battery Systems,Electronics,4001,Freight Brokerage - International,FRT-BRK-INT,Freight Brokerage - International - 2025-08,3,12924.87,4000,Revenue - Freight Brokerage,Freight Brokerage,EUR,Euro,1.09,38774.61,42264.32,0.0,Paid,Net 15,2025-09-13,16,,bianca.nowak@voltabatterysystems.com,"3100 Cedar Ln, Suite 400",Lyon,NLD,NotSet,EmailSent,,QBO,False,0
5372,1372,2025-08-18,2025-10-17,2025-08,APX,Apex Warehousing LLC,2005,Solstice Home Goods,Retail,4009,Cross-Dock Handling,SVC-CROSS,Cross-Dock Handling - 2025-08,3,32931.67,4020,Revenue - LTL Consolidation,LTL Consolidation,USD,US Dollar,1.0,98795.01,98795.01,0.0,Paid,Net 60,2025-10-28,71,,ingrid.whitfield@solsticehomegoods.com,"7197 Commerce Dr, Suite 618",Columbus,USA,NotSet,EmailSent,,QBO,False,0
5373,1373,2025-08-02,2025-09-01,2025-08,APX,Apex Warehousing LLC,2012,Pinnacle Sports Supply,Retail,4011,Cold Storage - Pallet Positions,WHS-COLD,Cold Storage - Pallet Positions - 2025-08,2,21950.89,4030,Revenue - Warehousing & Storage,Warehousing & Storage,USD,US Dollar,1.0,43901.78,43901.78,0.0,Paid,Net 30,2025-09-05,34,,marcus.okafor@pinnaclesportssupply.com,"9301 Industrial Pkwy, Suite 741",Dallas,USA,NotSet,EmailSent,,QBO,False,0
5374,1374,2025-08-19,2025-09-18,2025-08,APX,Apex Warehousing LLC,2016,Trailhead Outdoor Gear,Retail,4011,Cold Storage - Pallet Positions,WHS-COLD,Cold Storage - Pallet Positions - 2025-08,1,38404.47,4030,Revenue - Warehousing & Storage,Warehousing & Storage,USD,US Dollar,1.0,38404.47,38404.47,0.0,Paid,Net 30,2025-09-22,34,,grant.delacroix@trailheadoutdoorgear.com,"3067 Industrial Pkwy, Suite 158",Seattle,USA,NotSet,EmailSent,,QBO,False,0
5375,1375,2025-08-16,2025-08-31,2025-08,APX,Apex Warehousing LLC,2019,Silverline Appliances,Appliances,4013,Fulfillment - Pick & Pack,FUL-PICK,Fulfillment - Pick & Pack - 2025-08,2,15858.32,4040,Revenue - Fulfillment & Pick-Pack,Fulfillment & Pick-Pack,USD,US Dollar,1.0,31716.64,31716.64,0.0,Paid,Net 15,2025-08-22,6,,naomi.kowalczyk@silverlineappliances.com,"3450 Havenweg, Suite 419",Columbus,USA,NotSet,EmailSent,,QBO,False,0
5376,1376,2025-08-18,2025-09-02,2025-08,APX,Apex Warehousing LLC,2022,Lumina Cosmetics,Beauty,4010,Warehousing - Pallet Positions,WHS-STOR-PAL,Warehousing - Pallet Positions - 2025-08,2,17099.74,4030,Revenue - Warehousing & Storage,Warehousing & Storage,USD,US Dollar,1.0,34199.48,34199.48,0.0,Paid,Net 15,2025-08-19,1,,helena.mendez@luminacosmetics.com,"3400 Havenweg, Suite 247",Atlanta,USA,NotSet,EmailSent,,QBO,False,0
5377,1377,2025-09-22,2025-11-06,2025-09,MLG,Meridian Logistics LLC,2001,Vantage Consumer Brands,CPG,4017,Last Mile Delivery Program,LM-DEL-ST,Last Mile Delivery Program - 2025-09,3,48162.91,4060,Revenue - Last Mile Delivery,Last Mile Delivery,USD,US Dollar,1.0,144488.73,144488.73,0.0,Paid,Net 45,2025-11-10,49,,angela.nowak@vantageconsumerbrands.com,"7611 Oak Ave, Suite 587",Memphis,USA,NotSet,EmailSent,,QBO,False,0
5378,1378,2025-09-14,2025-10-14,2025-09,MLG,Meridian Logistics LLC,2002,Ironbridge Manufacturing,Industrial,4000,Freight Brokerage - Standard,FRT-BRK-STD,Freight Brokerage - Standard - 2025-09,3,37269.57,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,111808.71,111808.71,0.0,Paid,Net 30,2025-10-12,28,,lena.sandoval@ironbridgemanufacturing.com,"5482 Oak Ave, Suite 181",Columbus,USA,NotSet,EmailSent,,QBO,False,0
5379,1379,2025-09-16,2025-10-01,2025-09,MLG,Meridian Logistics LLC,2006,Kestrel Auto Components,Automotive,4021,Freight Bill Audit & Pay,SVC-AUDIT,Freight Bill Audit & Pay - 2025-09,3,22266.2,4090,Revenue - Software & Data Services,Software & Data Services,USD,US Dollar,1.0,66798.6,66798.6,0.0,Paid,Net 15,2025-10-10,24,,nora.vasquez@kestrelautocomponents.com,"4140 Industrial Pkwy, Suite 748",Newark,USA,NotSet,EmailSent,,QBO,False,0
5380,1380,2025-09-28,2025-11-12,2025-09,MLG,Meridian Logistics LLC,2008,Halcyon Beverage Co,Beverage,4021,Freight Bill Audit & Pay,SVC-AUDIT,Freight Bill Audit & Pay - 2025-09,1,57502.29,4090,Revenue - Software & Data Services,Software & Data Services,USD,US Dollar,1.0,57502.29,57502.29,0.0,Paid,Net 45,2025-11-27,60,,rachel.mensah@halcyonbeverageco.com,"9866 Terminal Way, Suite 792",Dallas,USA,NotSet,EmailSent,,QBO,False,0
5381,1381,2025-09-08,2025-11-07,2025-09,MLG,Meridian Logistics LLC,2013,Summit Medical Supply,Healthcare,4008,LTL Consolidation - Lane Program,LTL-CON-LN,LTL Consolidation - Lane Program - 2025-09,1,59050.51,4020,Revenue - LTL Consolidation,LTL Consolidation,USD,US Dollar,1.0,59050.51,59050.51,0.0,Paid,Net 60,2025-11-13,66,,rachel.whitfield@summitmedicalsupply.com,"3309 Terminal Way, Suite 763",Atlanta,USA,NotSet,EmailSent,,QBO,False,0
5382,1382,2025-09-02,2025-10-02,2025-09,MLG,Meridian Logistics LLC,2017,Onyx Packaging Systems,Packaging,4017,Last Mile Delivery Program,LM-DEL-ST,Last Mile Delivery Program - 2025-09,3,14081.72,4060,Revenue - Last Mile Delivery,Last Mile Delivery,USD,US Dollar,1.0,42245.16,42245.16,0.0,Paid,Net 30,2025-10-12,40,,nora.kowalczyk@onyxpackagingsystems.com,"7811 Commerce Dr, Suite 219",Phoenix,USA,NotSet,EmailSent,,QBO,False,0
5383,1383,2025-09-20,2025-10-20,2025-09,MLG,Meridian Logistics LLC,2023,Atlas Bearing Works,Industrial,4017,Last Mile Delivery Program,LM-DEL-ST,Last Mile Delivery Program - 2025-09,2,19156.68,4060,Revenue - Last Mile Delivery,Last Mile Delivery,USD,US Dollar,1.0,38313.36,38313.36,0.0,Paid,Net 30,2025-10-28,38,,claire.ashworth@atlasbearingworks.com,"1081 Commerce Dr, Suite 448",Dallas,USA,NotSet,EmailSent,,QBO,False,0
5384,1384,2025-09-24,2025-10-24,2025-09,MLG,Meridian Logistics LLC,2027,Perigee Aerospace Parts,Aerospace,4008,LTL Consolidation - Lane Program,LTL-CON-LN,LTL Consolidation - Lane Program - 2025-09,1,201420.12,4020,Revenue - LTL Consolidation,LTL Consolidation,USD,US Dollar,1.0,201420.12,201420.12,0.0,Paid,Net 30,2025-11-11,48,,ingrid.bergstrom@perigeeaerospaceparts.com,"9548 Terminal Way, Suite 444",Columbus,USA,NotSet,EmailSent,,QBO,False,0
5385,1385,2025-09-15,2025-10-30,2025-09,CFS,Cascade Freight Systems Inc,2003,Northline Grocers Co-op,Grocery,4003,Intermodal Rail Program,SVC-RAIL,Intermodal Rail Program - 2025-09,2,25361.71,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,50723.42,50723.42,0.0,Paid,Net 45,2025-11-13,59,,nora.moreau@northlinegrocerscoop.com,"2276 Commerce Dr, Suite 756",Memphis,USA,NotSet,EmailSent,,QBO,False,0
5386,1386,2025-09-15,2025-09-30,2025-09,CFS,Cascade Freight Systems Inc,2007,Redstone Building Supply,Construction,4006,Dedicated Fleet - Monthly Contract,DED-FLT-MO,Dedicated Fleet - Monthly Contract - 2025-09,3,10205.16,4010,Revenue - Dedicated Fleet,Dedicated Fleet,USD,US Dollar,1.0,30615.48,30615.48,0.0,Paid,Net 15,2025-11-01,47,,victor.marchetti@redstonebuildingsupply.com,"8435 Commerce Dr, Suite 324",Memphis,USA,NotSet,EmailSent,,QBO,False,0
5387,1387,2025-09-04,2025-10-19,2025-09,CFS,Cascade Freight Systems Inc,2011,Meadowvale Farms,Agriculture,4004,Flatbed & Oversize Transport,SVC-FLAT,Flatbed & Oversize Transport - 2025-09,1,23215.46,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,23215.46,23215.46,0.0,Paid,Net 45,2025-11-08,65,,naomi.kowalczyk@meadowvalefarms.com,"7551 Terminal Way, Suite 176",Charlotte,USA,NotSet,EmailSent,,QBO,False,0
5388,1388,2025-09-23,2025-11-07,2025-09,CFS,Cascade Freight Systems Inc,2015,Copperfield Chemicals,Chemicals,4005,Refrigerated Truckload,SVC-REEF,Refrigerated Truckload - 2025-09,1,22771.4,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,22771.4,22771.4,0.0,Paid,Net 45,2025-12-01,69,,devon.vandermeer@copperfieldchemicals.com,"6069 Commerce Dr, Suite 265",Columbus,USA,NotSet,EmailSent,,QBO,False,0
5389,1389,2025-09-28,2025-10-28,2025-09,CFS,Cascade Freight Systems Inc,2018,Ferrous Metals Trading,Metals,4007,Driver Leasing Program,SVC-DRIVE,Driver Leasing Program - 2025-09,1,23239.45,4010,Revenue - Dedicated Fleet,Dedicated Fleet,USD,US Dollar,1.0,23239.45,23239.45,0.0,Paid,Net 30,2025-12-02,65,,naomi.ellsworth@ferrousmetalstrading.com,"2584 Havenweg, Suite 861",Memphis,USA,NotSet,EmailSent,,QBO,False,0
5390,1390,2025-09-25,2025-11-09,2025-09,CFS,Cascade Freight Systems Inc,2021,Highmark Steel Service,Metals,4004,Flatbed & Oversize Transport,SVC-FLAT,Flatbed & Oversize Transport - 2025-09,1,20747.54,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,20747.54,20747.54,0.0,Paid,Net 45,2025-12-01,67,,claire.vandermeer@highmarksteelservice.com,"9247 Oak Ave, Suite 708",Charlotte,USA,NotSet,EmailSent,,QBO,False,0
5391,1391,2025-09-25,2025-11-09,2025-09,CFS,Cascade Freight Systems Inc,2026,Quarry Stone Materials,Construction,4006,Dedicated Fleet - Monthly Contract,DED-FLT-MO,Dedicated Fleet - Monthly Contract - 2025-09,2,49538.5,4010,Revenue - Dedicated Fleet,Dedicated Fleet,USD,US Dollar,1.0,99077.0,99077.0,0.0,Paid,Net 45,2025-12-04,70,,maya.marchetti@quarrystonematerials.com,"391 Industrial Pkwy, Suite 896",Denver,USA,NotSet,EmailSent,,QBO,False,0
5392,1392,2025-09-21,2025-11-20,2025-09,CFS,Cascade Freight Systems Inc,2030,Bramblewood Nursery,Agriculture,4005,Refrigerated Truckload,SVC-REEF,Refrigerated Truckload - 2025-09,2,38139.56,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,76279.12,76279.12,0.0,Paid,Net 60,2025-12-02,72,,lena.whitfield@bramblewoodnursery.com,"5093 Terminal Way, Suite 443",Newark,USA,NotSet,EmailSent,,QBO,False,0
5393,1393,2025-09-24,2025-10-24,2025-09,CFS,Cascade Freight Systems Inc,2033,Sparrow Lane Bakery,Food,4006,Dedicated Fleet - Monthly Contract,DED-FLT-MO,Dedicated Fleet - Monthly Contract - 2025-09,3,21054.73,4010,Revenue - Dedicated Fleet,Dedicated Fleet,USD,US Dollar,1.0,63164.19,63164.19,0.0,Paid,Net 30,2025-11-11,48,,elliot.bergstrom@sparrowlanebakery.com,"3301 Oak Ave, Suite 185",Denver,USA,NotSet,EmailSent,,QBO,False,0
5394,1394,2025-09-23,2025-10-23,2025-09,NWC,Northwind Cargo B.V.,2000,Global Retail Partners,Retail,4002,Port Drayage Program,SVC-DRAY,Port Drayage Program - 2025-09,3,24768.78,4000,Revenue - Freight Brokerage,Freight Brokerage,EUR,Euro,1.09,74306.34,80993.91,0.0,Paid,Net 30,2025-10-18,25,,nora.solberg@globalretailpartners.com,"9059 Terminal Way, Suite 304",Antwerp,NLD,NotSet,EmailSent,,QBO,False,0
5395,1395,2025-09-17,2025-10-17,2025-09,NWC,Northwind Cargo B.V.,2004,Vertex Pharma Distribution,Pharma,4001,Freight Brokerage - International,FRT-BRK-INT,Freight Brokerage - International - 2025-09,1,34894.67,4000,Revenue - Freight Brokerage,Freight Brokerage,EUR,Euro,1.09,34894.67,38035.19,0.0,Paid,Net 30,2025-10-13,26,,devon.devereaux@vertexpharmadistribution.com,"1824 Cedar Ln, Suite 759",Antwerp,NLD,NotSet,EmailSent,,QBO,False,0
5396,1396,2025-09-10,2025-10-25,2025-09,NWC,Northwind Cargo B.V.,2009,Cobalt Electronics,Electronics,4015,Customs Entry & Clearance,CUS-ENTRY,Customs Entry & Clearance - 2025-09,3,8095.6,4050,Revenue - Customs & Compliance,Customs & Compliance,EUR,Euro,1.09,24286.8,26472.61,0.0,Paid,Net 45,2025-10-31,51,,owen.marchetti@cobaltelectronics.com,"4170 Cedar Ln, Suite 138",Hamburg,NLD,NotSet,EmailSent,,QBO,False,0
5397,1397,2025-09-03,2025-10-18,2025-09,NWC,Northwind Cargo B.V.,2010,Aurora Textiles Group,Apparel,4020,TMS Platform Subscription,SW-TMS-SEAT,TMS Platform Subscription - 2025-09,1,18310.77,4090,Revenue - Software & Data Services,Software & Data Services,EUR,Euro,1.09,18310.77,19958.74,0.0,Paid,Net 45,2025-10-19,46,,bianca.moreau@auroratextilesgroup.com,"5223 Oak Ave, Suite 555",Hamburg,NLD,NotSet,EmailSent,,QBO,False,0
5398,1398,2025-09-27,2025-10-27,2025-09,NWC,Northwind Cargo B.V.,2014,Polaris Cold Chain,Food,4002,Port Drayage Program,SVC-DRAY,Port Drayage Program - 2025-09,1,30473.88,4000,Revenue - Freight Brokerage,Freight Brokerage,EUR,Euro,1.09,30473.88,33216.53,0.0,Paid,Net 30,2025-11-26,60,,marcus.lindqvist@polariscoldchain.com,"3723 Cedar Ln, Suite 328",Duisburg,NLD,NotSet,EmailSent,,QBO,False,0
5399,1399,2025-09-07,2025-09-22,2025-09,NWC,Northwind Cargo B.V.,2020,Volta Battery Systems,Electronics,4001,Freight Brokerage - International,FRT-BRK-INT,Freight Brokerage - International - 2025-09,3,7912.65,4000,Revenue - Freight Brokerage,Freight Brokerage,EUR,Euro,1.09,23737.95,25874.37,0.0,Paid,Net 15,2025-09-29,22,,bianca.nowak@voltabatterysystems.com,"3100 Cedar Ln, Suite 400",Lyon,NLD,NotSet,EmailSent,,QBO,False,0
5400,1400,2025-09-09,2025-11-08,2025-09,NWC,Northwind Cargo B.V.,2024,Beacon Optics,Electronics,4002,Port Drayage Program,SVC-DRAY,Port Drayage Program - 2025-09,3,30796.9,4000,Revenue - Freight Brokerage,Freight Brokerage,EUR,Euro,1.09,92390.7,100705.86,0.0,Paid,Net 60,2025-11-12,64,,ingrid.kowalczyk@beaconoptics.com,"6358 Commerce Dr, Suite 439",Barcelona,NLD,NotSet,EmailSent,,QBO,False,0
5401,1401,2025-09-16,2025-10-31,2025-09,NWC,Northwind Cargo B.V.,2028,Nordvik Frozen Foods,Food,4001,Freight Brokerage - International,FRT-BRK-INT,Freight Brokerage - International - 2025-09,1,72149.53,4000,Revenue - Freight Brokerage,Freight Brokerage,EUR,Euro,1.09,72149.53,78642.99,0.0,Paid,Net 45,2025-11-12,57,,owen.delacroix@nordvikfrozenfoods.com,"8980 Oak Ave, Suite 942",Lyon,NLD,NotSet,EmailSent,,QBO,False,0
5402,1402,2025-09-24,2025-11-23,2025-09,APX,Apex Warehousing LLC,2005,Solstice Home Goods,Retail,4009,Cross-Dock Handling,SVC-CROSS,Cross-Dock Handling - 2025-09,3,15015.27,4020,Revenue - LTL Consolidation,LTL Consolidation,USD,US Dollar,1.0,45045.81,45045.81,0.0,Paid,Net 60,2025-11-18,55,,ingrid.whitfield@solsticehomegoods.com,"7197 Commerce Dr, Suite 618",Columbus,USA,NotSet,EmailSent,,QBO,False,0
5403,1403,2025-09-20,2025-10-20,2025-09,APX,Apex Warehousing LLC,2012,Pinnacle Sports Supply,Retail,4011,Cold Storage - Pallet Positions,WHS-COLD,Cold Storage - Pallet Positions - 2025-09,3,6681.88,4030,Revenue - Warehousing & Storage,Warehousing & Storage,USD,US Dollar,1.0,20045.64,20045.64,0.0,Paid,Net 30,2025-10-23,33,,marcus.okafor@pinnaclesportssupply.com,"9301 Industrial Pkwy, Suite 741",Dallas,USA,NotSet,EmailSent,,QBO,False,0
5404,1404,2025-09-13,2025-10-13,2025-09,APX,Apex Warehousing LLC,2016,Trailhead Outdoor Gear,Retail,4011,Cold Storage - Pallet Positions,WHS-COLD,Cold Storage - Pallet Positions - 2025-09,3,5834.46,4030,Revenue - Warehousing & Storage,Warehousing & Storage,USD,US Dollar,1.0,17503.38,17503.38,0.0,Paid,Net 30,2025-10-10,27,,grant.delacroix@trailheadoutdoorgear.com,"3067 Industrial Pkwy, Suite 158",Seattle,USA,NotSet,EmailSent,,QBO,False,0
5405,1405,2025-09-14,2025-09-29,2025-09,APX,Apex Warehousing LLC,2019,Silverline Appliances,Appliances,4013,Fulfillment - Pick & Pack,FUL-PICK,Fulfillment - Pick & Pack - 2025-09,2,8062.54,4040,Revenue - Fulfillment & Pick-Pack,Fulfillment & Pick-Pack,USD,US Dollar,1.0,16125.08,16125.08,0.0,Paid,Net 15,2025-09-26,12,,naomi.kowalczyk@silverlineappliances.com,"3450 Havenweg, Suite 419",Columbus,USA,NotSet,EmailSent,,QBO,False,0
5406,1406,2025-09-04,2025-09-19,2025-09,APX,Apex Warehousing LLC,2022,Lumina Cosmetics,Beauty,4010,Warehousing - Pallet Positions,WHS-STOR-PAL,Warehousing - Pallet Positions - 2025-09,1,14933.28,4030,Revenue - Warehousing & Storage,Warehousing & Storage,USD,US Dollar,1.0,14933.28,14933.28,0.0,Paid,Net 15,2025-09-22,18,,helena.mendez@luminacosmetics.com,"3400 Havenweg, Suite 247",Atlanta,USA,NotSet,EmailSent,,QBO,False,0
